Município;Até 1 ano;1 a 4 anos;5 a 9 anos;10 a 14 anos;15 a 19 anos;20 a 24 anos;25 a 29 anos;30 a 34 anos;35 a 39 anos;40 a 44 anos;45 a 49 anos;50 a 54 anos;55 a 59 anos;60 a 64 anos;65 a 69 anos;70 a 74 anos;75 a 79 anos;80 anos ou mais;Inconsistente;Total
280330 Japaratuba;8;48;72;38;38;36;33;57;52;35;33;25;23;20;18;9;6;8;0;559
280340 Japoatã;2;12;23;17;20;16;14;23;22;17;16;12;11;6;3;2;1;2;0;219
280350 Lagarto;89;409;390;262;259;601;1.215;1.115;804;491;366;300;231;150;128;72;61;77;0;7.020
280360 Laranjeiras;58;237;267;223;186;188;230;284;257;152;129;102;55;48;29;17;9;23;0;2.494
280370 Macambira;0;3;7;3;2;4;4;8;3;5;4;5;3;2;0;2;1;3;0;59
280380 Malhada dos Bois;2;2;9;11;3;7;5;1;9;9;3;2;3;1;4;2;1;3;0;77
280390 Malhador;9;42;68;61;42;56;70;69;47;39;25;16;14;12;4;4;2;7;0;587
280400 Maruim;16;115;158;109;96;154;125;140;161;117;88;66;36;27;23;11;7;3;0;1.452
280410 Moita Bonita;0;5;11;14;7;14;11;15;12;8;7;8;2;6;7;6;3;4;0;140
280420 Monte Alegre de Sergipe;1;9;9;9;9;15;22;23;11;12;5;9;13;9;5;2;0;0;0;163
280430 Muribeca;4;42;49;28;12;49;80;67;46;21;17;10;9;1;3;2;2;3;0;445
280440 Neópolis;6;31;31;21;24;49;42;43;35;33;21;39;49;42;16;10;9;6;0;507
280445 Nossa Senhora Aparecida;3;4;6;2;7;11;13;12;10;7;6;7;5;3;0;0;2;0;0;98
280450 Nossa Senhora da Glória;9;77;79;76;59;71;137;145;107;65;69;62;46;39;30;22;13;16;0;1.122
280460 Nossa Senhora das Dores;5;54;72;60;42;52;87;97;82;44;37;59;41;30;17;11;12;16;0;818
280470 Nossa Senhora de Lourdes;1;4;8;7;6;10;8;7;5;6;8;5;6;4;2;2;0;1;0;90
280480 Nossa Senhora do Socorro;560;2.559;2.433;1.791;1.506;2.046;2.868;2.854;2.496;1.828;1.427;1.080;662;325;155;92;70;95;0;24.847
280490 Pacatuba;7;49;75;73;36;49;79;83;73;37;33;25;11;7;7;6;2;3;0;655
280500 Pedra Mole;0;1;2;1;1;1;5;3;1;0;3;3;1;1;2;1;2;0;0;28
280510 Pedrinhas;2;11;13;10;3;15;14;12;14;9;10;4;6;3;5;1;3;2;0;137
280520 Pinhão;0;3;4;3;0;0;8;3;6;3;0;2;3;2;2;0;0;1;0;40
280530 Pirambu;2;19;32;15;14;16;19;24;24;17;12;15;12;13;8;9;2;7;0;260
280540 Poço Redondo;1;10;16;19;10;9;16;13;18;8;11;12;7;7;3;1;1;5;0;167
280550 Poço Verde;3;25;20;16;21;23;32;46;36;14;18;24;16;14;11;5;1;3;0;328
280560 Porto da Folha;4;12;18;17;15;19;34;23;19;11;20;19;19;20;17;11;6;5;0;289
280570 Propriá;17;91;118;104;111;121;194;170;132;111;128;120;135;80;55;41;52;45;1;1.826
280580 Riachão do Dantas;0;3;12;6;8;9;5;4;8;4;8;6;3;4;3;3;5;4;0;95
280590 Riachuelo;6;22;41;30;23;25;22;32;29;22;22;18;12;7;3;4;4;3;0;325
280600 Ribeirópolis;2;22;29;24;23;22;40;45;47;20;26;18;16;11;13;11;7;9;0;385
280610 Rosário do Catete;3;69;87;89;81;78;78;88;84;78;55;41;25;19;9;8;9;7;0;908
280620 Salgado;9;47;47;34;33;48;88;90;48;35;34;14;13;16;8;11;12;4;0;591
280630 Santa Luzia do Itanhy;0;1;0;0;1;2;0;3;2;1;1;2;1;3;0;0;0;1;0;18
280650 Santa Rosa de Lima;1;6;6;4;3;7;4;1;6;6;2;2;3;2;2;3;0;3;0;61
280640 Santana do São Francisco;0;4;4;8;2;4;2;4;8;2;5;3;6;3;3;2;1;0;0;61
